,Image,x_top,y_top,x_bottom,y_bottom,label
0,image_0400.jpg,29,97,58,351,Airplanes
0,image_0401.jpg,24,93,53,348,Airplanes
0,image_0402.jpg,26,132,55,349,Airplanes
0,image_0403.jpg,27,122,49,346,Airplanes
0,image_0404.jpg,31,118,58,354,Airplanes
0,image_0405.jpg,32,146,54,354,Airplanes
0,image_0406.jpg,29,141,56,354,Airplanes
0,image_0407.jpg,72,163,72,348,Airplanes
0,image_0408.jpg,86,167,70,347,Airplanes
0,image_0409.jpg,82,160,65,352,Airplanes
0,image_0410.jpg,26,115,50,345,Airplanes
0,image_0411.jpg,27,91,57,355,Airplanes
0,image_0412.jpg,26,124,54,359,Airplanes
0,image_0413.jpg,31,102,55,354,Airplanes
0,image_0414.jpg,33,123,61,356,Airplanes
0,image_0415.jpg,36,135,51,351,Airplanes
0,image_0416.jpg,31,127,52,351,Airplanes
0,image_0417.jpg,33,134,28,356,Airplanes
0,image_0418.jpg,41,146,70,358,Airplanes
0,image_0419.jpg,33,124,71,350,Airplanes
0,image_0420.jpg,30,134,51,342,Airplanes
0,image_0421.jpg,29,139,57,350,Airplanes
0,image_0422.jpg,23,102,54,349,Airplanes
0,image_0423.jpg,31,142,64,358,Airplanes
0,image_0424.jpg,27,100,54,347,Airplanes
0,image_0425.jpg,29,87,71,351,Airplanes
0,image_0426.jpg,28,130,56,351,Airplanes
0,image_0427.jpg,31,102,52,351,Airplanes
0,image_0428.jpg,32,116,50,350,Airplanes
0,image_0429.jpg,26,96,57,356,Airplanes
0,image_0430.jpg,28,84,57,352,Airplanes
0,image_0431.jpg,34,148,49,354,Airplanes
0,image_0432.jpg,50,120,86,369,Airplanes
0,image_0433.jpg,24,85,44,351,Airplanes
0,image_0434.jpg,30,112,57,353,Airplanes
0,image_0435.jpg,29,100,48,353,Airplanes
0,image_0436.jpg,27,104,51,348,Airplanes
0,image_0437.jpg,27,115,50,355,Airplanes
0,image_0438.jpg,29,121,52,350,Airplanes
0,image_0439.jpg,32,115,54,361,Airplanes
0,image_0440.jpg,29,116,57,356,Airplanes
0,image_0441.jpg,31,101,54,355,Airplanes
0,image_0442.jpg,30,91,53,346,Airplanes
0,image_0443.jpg,31,122,50,347,Airplanes
0,image_0444.jpg,30,96,46,344,Airplanes
0,image_0445.jpg,30,127,49,356,Airplanes
0,image_0446.jpg,29,105,57,351,Airplanes
0,image_0447.jpg,26,130,57,354,Airplanes
0,image_0448.jpg,31,96,55,351,Airplanes
0,image_0449.jpg,73,226,72,324,Airplanes
0,image_0450.jpg,43,139,64,364,Airplanes
0,image_0451.jpg,24,96,56,351,Airplanes
0,image_0452.jpg,30,143,52,349,Airplanes
0,image_0453.jpg,26,114,55,346,Airplanes
0,image_0454.jpg,32,125,53,350,Airplanes
0,image_0455.jpg,27,117,56,352,Airplanes
0,image_0456.jpg,32,141,60,359,Airplanes
0,image_0457.jpg,22,107,42,352,Airplanes
0,image_0458.jpg,28,132,56,354,Airplanes
0,image_0459.jpg,25,114,57,346,Airplanes
0,image_0460.jpg,17,123,56,352,Airplanes
0,image_0461.jpg,28,102,47,353,Airplanes
0,image_0462.jpg,30,113,57,354,Airplanes
0,image_0463.jpg,30,119,61,353,Airplanes
0,image_0464.jpg,34,142,31,353,Airplanes
0,image_0465.jpg,27,125,50,350,Airplanes
0,image_0466.jpg,31,138,55,348,Airplanes
0,image_0467.jpg,27,127,46,351,Airplanes
0,image_0468.jpg,36,150,60,361,Airplanes
0,image_0469.jpg,26,114,42,348,Airplanes
0,image_0470.jpg,28,137,48,346,Airplanes
0,image_0471.jpg,25,103,48,345,Airplanes
0,image_0472.jpg,31,127,48,350,Airplanes
0,image_0473.jpg,67,127,62,353,Airplanes
0,image_0474.jpg,28,123,51,345,Airplanes
0,image_0475.jpg,72,164,59,328,Airplanes
0,image_0476.jpg,76,147,78,354,Airplanes
0,image_0477.jpg,32,141,26,350,Airplanes
0,image_0478.jpg,28,138,76,340,Airplanes
0,image_0479.jpg,39,120,64,364,Airplanes
0,image_0480.jpg,27,122,50,351,Airplanes
0,image_0481.jpg,27,133,50,349,Airplanes
0,image_0482.jpg,26,136,56,349,Airplanes
0,image_0483.jpg,28,144,48,346,Airplanes
0,image_0484.jpg,75,139,70,354,Airplanes
0,image_0485.jpg,26,130,57,350,Airplanes
0,image_0486.jpg,55,118,57,342,Airplanes
0,image_0487.jpg,27,117,53,347,Airplanes
0,image_0488.jpg,35,146,58,358,Airplanes
0,image_0489.jpg,30,129,56,352,Airplanes
0,image_0490.jpg,27,129,59,347,Airplanes
0,image_0491.jpg,32,132,59,346,Airplanes
0,image_0492.jpg,26,107,56,348,Airplanes
0,image_0493.jpg,22,83,48,349,Airplanes
0,image_0494.jpg,30,129,59,354,Airplanes
0,image_0495.jpg,31,140,55,352,Airplanes
0,image_0496.jpg,24,127,40,346,Airplanes
0,image_0497.jpg,26,115,53,350,Airplanes
0,image_0498.jpg,27,114,53,349,Airplanes
0,image_0499.jpg,25,136,49,349,Airplanes
0,image_0500.jpg,25,112,53,350,Airplanes
0,image_0501.jpg,25,129,54,350,Airplanes
0,image_0502.jpg,24,121,50,349,Airplanes
0,image_0503.jpg,29,123,64,353,Airplanes
0,image_0504.jpg,29,114,57,348,Airplanes
0,image_0505.jpg,25,112,55,347,Airplanes
0,image_0506.jpg,25,114,62,349,Airplanes
0,image_0507.jpg,21,105,54,348,Airplanes
0,image_0508.jpg,28,133,54,349,Airplanes
0,image_0509.jpg,29,126,53,348,Airplanes
0,image_0510.jpg,30,125,57,352,Airplanes
0,image_0511.jpg,27,137,63,350,Airplanes
0,image_0512.jpg,29,148,56,356,Airplanes
0,image_0513.jpg,27,124,52,346,Airplanes
0,image_0514.jpg,26,92,48,348,Airplanes
0,image_0515.jpg,23,108,55,349,Airplanes
0,image_0516.jpg,25,112,50,348,Airplanes
0,image_0517.jpg,25,117,49,348,Airplanes
0,image_0518.jpg,29,112,54,344,Airplanes
0,image_0519.jpg,27,116,48,346,Airplanes
0,image_0520.jpg,25,109,56,348,Airplanes
0,image_0521.jpg,28,132,51,349,Airplanes
0,image_0522.jpg,26,121,49,345,Airplanes
0,image_0523.jpg,27,122,57,350,Airplanes
0,image_0524.jpg,30,138,35,348,Airplanes
0,image_0525.jpg,26,115,56,353,Airplanes
0,image_0526.jpg,29,113,46,352,Airplanes
0,image_0527.jpg,29,115,62,350,Airplanes
0,image_0528.jpg,25,121,55,344,Airplanes
0,image_0529.jpg,29,128,63,357,Airplanes
0,image_0530.jpg,24,128,48,345,Airplanes
0,image_0531.jpg,29,130,48,348,Airplanes
0,image_0532.jpg,25,122,52,347,Airplanes
0,image_0533.jpg,29,125,51,344,Airplanes
0,image_0534.jpg,23,100,47,346,Airplanes
0,image_0535.jpg,25,134,44,344,Airplanes
0,image_0536.jpg,26,117,51,349,Airplanes
0,image_0537.jpg,33,131,59,352,Airplanes
0,image_0538.jpg,24,121,50,344,Airplanes
0,image_0539.jpg,29,126,50,346,Airplanes
0,image_0540.jpg,38,158,55,334,Airplanes
0,image_0541.jpg,26,123,51,350,Airplanes
0,image_0542.jpg,25,112,48,346,Airplanes
0,image_0543.jpg,29,120,43,345,Airplanes
0,image_0544.jpg,23,103,48,345,Airplanes
0,image_0545.jpg,27,127,34,349,Airplanes
0,image_0546.jpg,25,110,50,347,Airplanes
0,image_0547.jpg,25,120,46,350,Airplanes
0,image_0548.jpg,27,107,49,345,Airplanes
0,image_0549.jpg,26,117,53,347,Airplanes
0,image_0550.jpg,23,107,49,346,Airplanes
0,image_0551.jpg,24,101,48,345,Airplanes
0,image_0552.jpg,26,101,53,350,Airplanes
0,image_0553.jpg,39,190,56,343,Airplanes
0,image_0554.jpg,41,143,74,354,Airplanes
0,image_0555.jpg,39,156,66,361,Airplanes
0,image_0556.jpg,25,122,51,349,Airplanes
0,image_0557.jpg,32,127,54,352,Airplanes
0,image_0558.jpg,32,126,51,348,Airplanes
0,image_0559.jpg,27,119,51,347,Airplanes
0,image_0560.jpg,28,134,53,351,Airplanes
0,image_0561.jpg,26,116,56,351,Airplanes
0,image_0562.jpg,35,155,58,354,Airplanes
0,image_0563.jpg,31,112,52,346,Airplanes
0,image_0564.jpg,37,168,64,356,Airplanes
0,image_0565.jpg,33,105,56,353,Airplanes
0,image_0566.jpg,29,107,51,346,Airplanes
0,image_0567.jpg,32,117,52,346,Airplanes
0,image_0568.jpg,34,160,62,353,Airplanes
0,image_0569.jpg,33,171,61,351,Airplanes
0,image_0570.jpg,38,173,66,357,Airplanes
0,image_0571.jpg,28,109,49,347,Airplanes
0,image_0572.jpg,26,112,53,344,Airplanes
0,image_0573.jpg,27,113,51,350,Airplanes
0,image_0574.jpg,28,124,49,346,Airplanes
0,image_0575.jpg,27,113,49,347,Airplanes
0,image_0576.jpg,26,109,52,348,Airplanes
0,image_0577.jpg,25,118,55,353,Airplanes
0,image_0578.jpg,36,157,67,359,Airplanes
0,image_0579.jpg,29,86,51,347,Airplanes
0,image_0580.jpg,31,119,51,352,Airplanes
0,image_0581.jpg,27,95,51,348,Airplanes
0,image_0582.jpg,30,110,53,350,Airplanes
0,image_0583.jpg,27,114,56,352,Airplanes
0,image_0584.jpg,30,99,60,351,Airplanes
0,image_0585.jpg,28,116,54,348,Airplanes
0,image_0586.jpg,28,124,51,345,Airplanes
0,image_0587.jpg,27,107,58,352,Airplanes
0,image_0588.jpg,27,115,49,347,Airplanes
0,image_0589.jpg,28,128,54,345,Airplanes
0,image_0590.jpg,31,121,56,352,Airplanes
0,image_0591.jpg,28,111,55,350,Airplanes
0,image_0592.jpg,28,117,51,344,Airplanes
0,image_0593.jpg,28,122,54,349,Airplanes
0,image_0594.jpg,28,118,49,348,Airplanes
0,image_0595.jpg,29,131,57,350,Airplanes
0,image_0596.jpg,26,104,54,345,Airplanes
0,image_0597.jpg,34,136,60,350,Airplanes
0,image_0598.jpg,28,114,52,347,Airplanes
0,image_0599.jpg,26,93,52,345,Airplanes
0,image_0600.jpg,33,118,58,349,Airplanes
0,image_0601.jpg,27,103,56,352,Airplanes
0,image_0602.jpg,33,129,60,358,Airplanes
0,image_0603.jpg,28,112,48,348,Airplanes
0,image_0604.jpg,31,118,54,351,Airplanes
0,image_0605.jpg,26,110,57,347,Airplanes
0,image_0606.jpg,32,102,57,351,Airplanes
0,image_0607.jpg,31,119,52,348,Airplanes
0,image_0608.jpg,33,107,49,349,Airplanes
0,image_0609.jpg,27,108,48,345,Airplanes
0,image_0610.jpg,25,112,49,347,Airplanes
0,image_0611.jpg,29,113,56,352,Airplanes
0,image_0612.jpg,32,104,53,350,Airplanes
0,image_0613.jpg,26,119,54,346,Airplanes
0,image_0614.jpg,70,134,63,344,Airplanes
0,image_0615.jpg,28,124,58,353,Airplanes
0,image_0616.jpg,26,115,49,347,Airplanes
0,image_0617.jpg,28,131,54,347,Airplanes
0,image_0618.jpg,68,136,74,339,Airplanes
0,image_0619.jpg,58,133,71,342,Airplanes
0,image_0620.jpg,29,122,55,349,Airplanes
0,image_0621.jpg,74,157,58,327,Airplanes
0,image_0622.jpg,60,118,67,352,Airplanes
0,image_0623.jpg,45,118,64,343,Airplanes
0,image_0624.jpg,25,123,54,346,Airplanes
0,image_0625.jpg,28,112,52,345,Airplanes
0,image_0626.jpg,68,128,65,339,Airplanes
0,image_0627.jpg,36,128,70,334,Airplanes
0,image_0628.jpg,31,117,60,346,Airplanes
0,image_0629.jpg,31,114,58,344,Airplanes
0,image_0630.jpg,34,137,54,348,Airplanes
0,image_0631.jpg,27,105,50,347,Airplanes
0,image_0632.jpg,38,100,56,339,Airplanes
0,image_0633.jpg,34,134,57,347,Airplanes
0,image_0634.jpg,33,124,51,343,Airplanes
0,image_0635.jpg,29,111,55,349,Airplanes
0,image_0636.jpg,25,93,52,346,Airplanes
0,image_0637.jpg,27,120,52,349,Airplanes
0,image_0638.jpg,30,141,55,351,Airplanes
0,image_0639.jpg,29,140,53,349,Airplanes
0,image_0640.jpg,28,128,50,347,Airplanes
0,image_0641.jpg,28,133,56,349,Airplanes
0,image_0642.jpg,29,121,50,348,Airplanes
0,image_0643.jpg,25,98,48,344,Airplanes
0,image_0644.jpg,30,140,50,349,Airplanes
0,image_0645.jpg,31,99,58,349,Airplanes
0,image_0646.jpg,33,151,61,348,Airplanes
0,image_0647.jpg,37,156,56,353,Airplanes
0,image_0648.jpg,36,133,59,355,Airplanes
0,image_0649.jpg,26,98,51,352,Airplanes
0,image_0650.jpg,32,140,29,348,Airplanes
0,image_0651.jpg,29,112,63,354,Airplanes
0,image_0652.jpg,33,132,55,348,Airplanes
0,image_0653.jpg,31,109,55,347,Airplanes
0,image_0654.jpg,25,89,47,345,Airplanes
0,image_0655.jpg,33,150,51,351,Airplanes
0,image_0656.jpg,38,178,62,360,Airplanes
0,image_0657.jpg,26,139,52,352,Airplanes
0,image_0658.jpg,26,109,41,353,Airplanes
0,image_0659.jpg,32,130,55,353,Airplanes
0,image_0660.jpg,28,109,49,345,Airplanes
0,image_0661.jpg,28,117,49,346,Airplanes
0,image_0662.jpg,24,108,48,347,Airplanes
0,image_0663.jpg,26,129,52,350,Airplanes
0,image_0664.jpg,25,130,53,345,Airplanes
0,image_0665.jpg,28,122,51,347,Airplanes
0,image_0666.jpg,25,132,51,349,Airplanes
0,image_0667.jpg,30,125,51,348,Airplanes
0,image_0668.jpg,30,121,53,347,Airplanes
0,image_0669.jpg,32,120,53,348,Airplanes
0,image_0670.jpg,32,125,48,346,Airplanes
0,image_0671.jpg,28,116,48,344,Airplanes
0,image_0672.jpg,26,114,51,345,Airplanes
0,image_0673.jpg,32,134,56,353,Airplanes
0,image_0674.jpg,28,117,50,345,Airplanes
0,image_0675.jpg,30,116,56,344,Airplanes
0,image_0676.jpg,36,120,57,346,Airplanes
0,image_0677.jpg,29,132,53,343,Airplanes
0,image_0678.jpg,35,138,56,352,Airplanes
0,image_0679.jpg,24,113,49,344,Airplanes
0,image_0680.jpg,25,114,50,346,Airplanes
0,image_0681.jpg,24,111,48,348,Airplanes
0,image_0682.jpg,30,139,60,356,Airplanes
0,image_0683.jpg,26,107,52,348,Airplanes
0,image_0684.jpg,32,125,56,355,Airplanes
0,image_0685.jpg,27,121,54,350,Airplanes
0,image_0686.jpg,29,131,55,351,Airplanes
0,image_0687.jpg,29,126,57,349,Airplanes
0,image_0688.jpg,26,109,53,344,Airplanes
0,image_0689.jpg,25,119,54,348,Airplanes
0,image_0690.jpg,31,148,54,350,Airplanes
0,image_0691.jpg,26,117,56,352,Airplanes
0,image_0692.jpg,24,105,57,344,Airplanes
0,image_0693.jpg,27,106,59,344,Airplanes
0,image_0694.jpg,27,122,51,347,Airplanes
0,image_0695.jpg,24,115,54,346,Airplanes
0,image_0696.jpg,27,118,58,347,Airplanes
0,image_0697.jpg,31,116,56,352,Airplanes
0,image_0698.jpg,30,127,50,349,Airplanes
0,image_0699.jpg,28,116,49,346,Airplanes
0,image_0700.jpg,26,120,49,348,Airplanes
0,image_0701.jpg,27,122,51,348,Airplanes
0,image_0702.jpg,39,129,67,358,Airplanes
0,image_0703.jpg,37,134,59,354,Airplanes
0,image_0704.jpg,29,135,53,349,Airplanes
0,image_0705.jpg,27,112,52,350,Airplanes
0,image_0706.jpg,34,131,60,349,Airplanes
0,image_0707.jpg,33,136,60,357,Airplanes
0,image_0708.jpg,30,125,52,352,Airplanes
0,image_0709.jpg,30,118,51,345,Airplanes
0,image_0710.jpg,36,142,52,348,Airplanes
0,image_0711.jpg,34,109,57,352,Airplanes
0,image_0712.jpg,27,119,50,347,Airplanes
0,image_0713.jpg,32,151,54,351,Airplanes
0,image_0714.jpg,28,113,53,349,Airplanes
0,image_0715.jpg,28,138,51,348,Airplanes
0,image_0716.jpg,22,86,48,346,Airplanes
0,image_0717.jpg,28,124,24,349,Airplanes
0,image_0718.jpg,28,111,47,346,Airplanes
0,image_0719.jpg,27,117,55,344,Airplanes
0,image_0720.jpg,31,118,50,352,Airplanes
0,image_0721.jpg,22,111,49,347,Airplanes
0,image_0722.jpg,30,134,56,346,Airplanes
0,image_0723.jpg,31,143,54,348,Airplanes
0,image_0724.jpg,27,120,49,350,Airplanes
0,image_0725.jpg,26,123,48,343,Airplanes
0,image_0726.jpg,32,123,56,352,Airplanes
0,image_0727.jpg,33,111,53,348,Airplanes
0,image_0728.jpg,30,130,54,345,Airplanes
0,image_0729.jpg,31,134,54,351,Airplanes
0,image_0730.jpg,28,121,52,350,Airplanes
0,image_0731.jpg,27,105,50,346,Airplanes
0,image_0732.jpg,29,112,50,350,Airplanes
0,image_0733.jpg,33,147,42,356,Airplanes
0,image_0734.jpg,23,87,48,346,Airplanes
0,image_0735.jpg,29,104,57,351,Airplanes
0,image_0736.jpg,27,108,55,351,Airplanes
0,image_0737.jpg,25,81,50,349,Airplanes
0,image_0738.jpg,29,119,51,351,Airplanes
0,image_0739.jpg,27,137,42,346,Airplanes
0,image_0740.jpg,33,110,56,354,Airplanes
0,image_0741.jpg,23,96,46,349,Airplanes
0,image_0742.jpg,29,90,52,349,Airplanes
0,image_0743.jpg,38,135,61,354,Airplanes
0,image_0744.jpg,26,114,50,346,Airplanes
0,image_0745.jpg,27,116,51,349,Airplanes
0,image_0746.jpg,29,114,54,350,Airplanes
0,image_0747.jpg,29,128,49,350,Airplanes
0,image_0748.jpg,41,168,67,361,Airplanes
0,image_0749.jpg,30,151,58,357,Airplanes
0,image_0750.jpg,29,129,52,352,Airplanes
0,image_0751.jpg,32,140,51,351,Airplanes
0,image_0752.jpg,24,84,58,345,Airplanes
0,image_0753.jpg,43,138,56,363,Airplanes
0,image_0754.jpg,26,121,50,347,Airplanes
0,image_0755.jpg,31,138,54,347,Airplanes
0,image_0756.jpg,28,124,50,350,Airplanes
0,image_0757.jpg,25,126,51,346,Airplanes
0,image_0758.jpg,23,119,48,345,Airplanes
0,image_0759.jpg,27,137,53,349,Airplanes
0,image_0760.jpg,28,144,51,347,Airplanes
0,image_0761.jpg,26,102,48,349,Airplanes
0,image_0762.jpg,27,111,54,351,Airplanes
0,image_0763.jpg,27,119,48,342,Airplanes
0,image_0764.jpg,26,115,52,349,Airplanes
0,image_0765.jpg,26,90,50,352,Airplanes
0,image_0766.jpg,24,110,69,351,Airplanes
0,image_0767.jpg,25,125,48,345,Airplanes
0,image_0768.jpg,29,132,51,345,Airplanes
0,image_0769.jpg,24,140,48,347,Airplanes
0,image_0770.jpg,27,147,58,349,Airplanes
0,image_0771.jpg,27,138,49,345,Airplanes
0,image_0772.jpg,26,112,53,351,Airplanes
0,image_0773.jpg,26,107,60,350,Airplanes
0,image_0774.jpg,54,112,58,346,Airplanes
0,image_0775.jpg,56,119,60,347,Airplanes
0,image_0776.jpg,27,128,59,345,Airplanes
0,image_0777.jpg,34,143,61,357,Airplanes
0,image_0778.jpg,26,113,53,353,Airplanes
0,image_0779.jpg,27,117,27,350,Airplanes
0,image_0780.jpg,25,131,81,350,Airplanes
0,image_0781.jpg,39,154,68,364,Airplanes
0,image_0782.jpg,27,119,54,348,Airplanes
0,image_0783.jpg,27,119,57,353,Airplanes
0,image_0784.jpg,28,119,57,351,Airplanes
0,image_0785.jpg,31,145,59,351,Airplanes
0,image_0786.jpg,28,109,53,345,Airplanes
0,image_0787.jpg,27,90,51,346,Airplanes
0,image_0788.jpg,29,123,51,347,Airplanes
0,image_0789.jpg,30,117,54,348,Airplanes
0,image_0790.jpg,31,105,55,351,Airplanes
0,image_0791.jpg,34,154,58,352,Airplanes
0,image_0792.jpg,28,116,52,349,Airplanes
0,image_0793.jpg,24,113,51,348,Airplanes
0,image_0794.jpg,28,96,52,351,Airplanes
0,image_0795.jpg,31,146,57,354,Airplanes
0,image_0796.jpg,27,118,57,356,Airplanes
0,image_0797.jpg,25,110,56,350,Airplanes
0,image_0798.jpg,25,110,59,354,Airplanes
0,image_0799.jpg,26,116,49,347,Airplanes
0,image_0800.jpg,27,109,53,348,Airplanes
